COD;DESCRIÇÃO;CATEGORIA;PREÇO UNITÁRIO;ID LOJA;MOVIMENTAÇÃO;TIPO
MOV07717;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA D;2;ENTRADA
MOV07718;REGATA FEM. AZUL;ROUPAS;89,99;LOJA A;3;ENTRADA
MOV07719;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA C;-1;SAÍDA
MOV07720;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA D;-3;SAÍDA
MOV07721;REGATA FEM. AZUL;ROUPAS;89,99;LOJA E;2;DEVOLUÇÃO
MOV07722;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA B;-1;SAÍDA
MOV07723;REGATA FEM. ROSA;ROUPAS;89,99;LOJA B;-4;SAÍDA
MOV07724;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA B;-1;SAÍDA
MOV07725;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA E;1;ENTRADA
MOV07726;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA C;-2;SAÍDA
MOV07727;REGATA FEM. CINZA;ROUPAS;59,99;LOJA E;-4;SAÍDA
MOV07728;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA E;-2;SAÍDA
MOV07729;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA B;-2;SAÍDA
MOV07730;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA C;2;ENTRADA
MOV07731;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA C;2;ENTRADA
MOV07732;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA C;-1;SAÍDA
MOV07733;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA C;-5;SAÍDA
MOV07734;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA B;-2;SAÍDA
MOV07735;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA B;-1;SAÍDA
MOV07736;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA C;4;ENTRADA
MOV07737;REGATA FEM. AZUL;ROUPAS;89,99;LOJA E;1;ENTRADA
MOV07738;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA E;6;ENTRADA
MOV07739;JAQUETA FIT. FEM. AZUL;ROUPAS;189,99;LOJA B;1;ENTRADA
MOV07740;REGATA FEM. PRETA;ROUPAS;79,99;LOJA B;2;ENTRADA
MOV07741;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA A;-8;SAÍDA
MOV07742;JAQUETA FIT. FEM. AZUL;ROUPAS;189,99;LOJA A;-1;SAÍDA
MOV07743;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA C;1;ENTRADA
MOV07744;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA C;-2;SAÍDA
MOV07745;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA B;2;ENTRADA
MOV07746;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA B;-2;SAÍDA
MOV07747;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA D;4;ENTRADA
MOV07748;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA A;-4;SAÍDA
MOV07749;REGATA FEM. ROSA;ROUPAS;89,99;LOJA E;1;ENTRADA
MOV07750;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA D;-1;SAÍDA
MOV07751;REGATA FEM. CINZA;ROUPAS;59,99;LOJA A;1;ENTRADA
MOV07752;REGATA FEM. AZUL;ROUPAS;89,99;LOJA C;-2;SAÍDA
MOV07753;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA B;5;ENTRADA
MOV07754;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA C;3;ENTRADA
MOV07755;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA D;1;ENTRADA
MOV07756;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA A;-1;SAÍDA
MOV07757;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA E;-1;SAÍDA
MOV07758;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA B;-2;SAÍDA
MOV07759;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA A;-2;SAÍDA
MOV07760;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA A;2;ENTRADA
MOV07761;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA C;1;ENTRADA
MOV07762;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA C;-3;SAÍDA
MOV07763;REGATA FEM. CINZA;ROUPAS;59,99;LOJA D;1;ENTRADA
MOV07764;JAQUETA FIT. FEM. AZUL;ROUPAS;189,99;LOJA A;1;ENTRADA
MOV07765;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA B;-1;SAÍDA
MOV07766;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA E;1;ENTRADA
MOV07767;REGATA FEM. CINZA;ROUPAS;59,99;LOJA C;2;DEVOLUÇÃO
MOV07768;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA C;2;ENTRADA
MOV07769;BOLSA FIT. GRANDE;ACESSÓRIOS;169,99;LOJA C;1;ENTRADA
MOV07770;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA D;1;ENTRADA
MOV07771;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA C;-1;SAÍDA
MOV07772;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA C;-3;SAÍDA
MOV07773;REGATA FEM. CINZA;ROUPAS;59,99;LOJA C;-5;SAÍDA
MOV07774;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA A;1;ENTRADA
MOV07775;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA A;-1;SAÍDA
MOV07776;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA C;4;ENTRADA
MOV07777;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA D;-1;SAÍDA
MOV07778;REGATA FEM. CINZA;ROUPAS;59,99;LOJA E;7;ENTRADA
MOV07779;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA B;-1;SAÍDA
MOV07780;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA E;1;ENTRADA
MOV07781;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA B;-1;SAÍDA
MOV07782;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA C;1;ENTRADA
MOV07783;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA B;-1;SAÍDA
MOV07784;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA D;1;ENTRADA
MOV07785;REGATA FEM. AZUL;ROUPAS;89,99;LOJA D;-5;SAÍDA
MOV07786;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA E;2;ENTRADA
MOV07787;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA C;4;DEVOLUÇÃO
MOV07788;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA D;-1;SAÍDA
MOV07789;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA E;1;ENTRADA
MOV07790;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA D;1;DEVOLUÇÃO
MOV07791;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA B;2;ENTRADA
MOV07792;REGATA FEM. PRETA;ROUPAS;79,99;LOJA D;1;ENTRADA
MOV07793;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA B;2;ENTRADA
MOV07794;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA E;-4;SAÍDA
MOV07795;REGATA FEM. AZUL;ROUPAS;89,99;LOJA D;-2;SAÍDA
MOV07796;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA B;1;ENTRADA
MOV07797;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA B;-1;SAÍDA
MOV07798;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA C;4;ENTRADA
MOV07799;REGATA FEM. AZUL;ROUPAS;89,99;LOJA B;-2;SAÍDA
MOV07800;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA E;-2;SAÍDA
MOV07801;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA B;1;ENTRADA
MOV07802;REGATA FEM. PRETA;ROUPAS;79,99;LOJA E;1;ENTRADA
MOV07803;REGATA FEM. ROSA;ROUPAS;89,99;LOJA B;-1;SAÍDA
MOV07804;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA B;-1;SAÍDA
MOV07805;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA B;1;ENTRADA
MOV07806;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA D;-4;SAÍDA
MOV07807;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA A;1;ENTRADA
MOV07808;REGATA FEM. ROSA;ROUPAS;89,99;LOJA C;5;ENTRADA
MOV07809;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA B;2;ENTRADA
MOV07810;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA A;1;ENTRADA
MOV07811;REGATA FEM. AZUL;ROUPAS;89,99;LOJA B;2;ENTRADA
MOV07812;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA B;1;ENTRADA
MOV07813;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA C;-2;SAÍDA
MOV07814;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA E;1;ENTRADA
MOV07815;REGATA FEM. ROSA;ROUPAS;89,99;LOJA E;8;ENTRADA
MOV07816;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA C;-1;SAÍDA
MOV07817;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA B;4;DEVOLUÇÃO
MOV07818;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA A;2;ENTRADA
MOV07819;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA C;1;ENTRADA
MOV07820;REGATA FEM. ROSA;ROUPAS;89,99;LOJA D;1;ENTRADA
MOV07821;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA B;1;ENTRADA
MOV07822;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA C;1;ENTRADA
MOV07823;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA D;3;ENTRADA
MOV07824;REGATA FEM. PRETA;ROUPAS;79,99;LOJA D;1;ENTRADA
MOV07825;REGATA FEM. ROSA;ROUPAS;89,99;LOJA B;-2;SAÍDA
MOV07826;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA A;2;ENTRADA
MOV07827;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA B;2;ENTRADA
MOV07828;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA A;-3;SAÍDA
MOV07829;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA B;-3;SAÍDA
MOV07830;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA C;3;ENTRADA
MOV07831;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA C;-1;SAÍDA
MOV07832;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA A;-1;SAÍDA
MOV07833;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA A;1;ENTRADA
MOV07834;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA B;-1;SAÍDA
MOV07835;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA C;3;ENTRADA
MOV07836;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA B;3;ENTRADA
MOV07837;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA D;-1;SAÍDA
MOV07838;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA D;1;ENTRADA
MOV07839;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA A;4;ENTRADA
MOV07840;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA B;-2;SAÍDA
MOV07841;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA D;4;ENTRADA
MOV07842;REGATA FEM. CINZA;ROUPAS;59,99;LOJA E;3;DEVOLUÇÃO
MOV07843;REGATA FEM. PRETA;ROUPAS;79,99;LOJA A;5;ENTRADA
MOV07844;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA A;3;ENTRADA
MOV07845;REGATA FEM. AZUL;ROUPAS;89,99;LOJA A;3;ENTRADA
MOV07846;REGATA FEM. CINZA;ROUPAS;59,99;LOJA B;1;ENTRADA
MOV07847;REGATA FEM. AZUL;ROUPAS;89,99;LOJA B;5;ENTRADA
MOV07848;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA D;-2;SAÍDA
MOV07849;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA A;-5;SAÍDA
MOV07850;REGATA FEM. ROSA;ROUPAS;89,99;LOJA A;-3;SAÍDA
MOV07851;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA C;2;ENTRADA
MOV07852;BOLSA FIT. GRANDE;ACESSÓRIOS;169,99;LOJA E;-1;SAÍDA
MOV07853;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA B;-1;SAÍDA
MOV07854;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA C;1;ENTRADA
MOV07855;JAQUETA FIT. FEM. AZUL;ROUPAS;189,99;LOJA B;2;ENTRADA
MOV07856;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA A;-1;SAÍDA
MOV07857;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA A;3;ENTRADA
MOV07858;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA C;-2;SAÍDA
MOV07859;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA C;-2;SAÍDA
MOV07860;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA B;2;DEVOLUÇÃO
MOV07861;REGATA FEM. PRETA;ROUPAS;79,99;LOJA D;5;ENTRADA
MOV07862;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA B;-1;SAÍDA
MOV07863;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA C;3;ENTRADA
MOV07864;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA C;2;ENTRADA
MOV07865;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA C;-1;SAÍDA
MOV07866;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA B;1;DEVOLUÇÃO
MOV07867;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA D;-1;SAÍDA
MOV07868;REGATA FEM. AZUL;ROUPAS;89,99;LOJA C;-2;SAÍDA
MOV07869;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA A;2;ENTRADA
MOV07870;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA A;1;ENTRADA
MOV07871;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA A;1;ENTRADA
MOV07872;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA A;-2;SAÍDA
MOV07873;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA B;4;ENTRADA
MOV07874;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA D;1;ENTRADA
MOV07875;JAQUETA FIT. FEM. AZUL;ROUPAS;189,99;LOJA B;1;ENTRADA
MOV07876;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA C;1;ENTRADA
MOV07877;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA D;5;ENTRADA
MOV07878;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA C;5;ENTRADA
MOV07879;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA B;3;ENTRADA
MOV07880;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA C;1;ENTRADA
MOV07881;REGATA FEM. AZUL;ROUPAS;89,99;LOJA B;-6;SAÍDA
MOV07882;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA D;-1;SAÍDA
MOV07883;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA A;-1;SAÍDA
MOV07884;JAQUETA FIT. FEM. PRETA;ROUPAS;139,99;LOJA B;-1;SAÍDA
MOV07885;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA A;-1;SAÍDA
MOV07886;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA B;1;ENTRADA
MOV07887;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA C;1;DEVOLUÇÃO
MOV07888;TÊNIS ACAD. FEM. PRETO;CALÇADOS;109,99;LOJA C;1;ENTRADA
MOV07889;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA A;2;ENTRADA
MOV07890;REGATA FEM. ROSA;ROUPAS;89,99;LOJA D;10;ENTRADA
MOV07891;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA B;-1;SAÍDA
MOV07892;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA E;1;ENTRADA
MOV07893;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA B;1;ENTRADA
MOV07894;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA A;2;ENTRADA
MOV07895;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA E;-3;SAÍDA
MOV07896;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA E;-1;SAÍDA
MOV07897;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA C;-3;SAÍDA
MOV07898;REGATA FEM. CINZA;ROUPAS;59,99;LOJA D;-7;SAÍDA
MOV07899;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA B;-1;SAÍDA
MOV07900;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA C;-1;SAÍDA
MOV07901;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA A;1;ENTRADA
MOV07902;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA B;2;ENTRADA
MOV07903;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA C;-3;SAÍDA
MOV07904;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA B;2;DEVOLUÇÃO
MOV07905;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA C;-3;SAÍDA
MOV07906;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA B;-1;SAÍDA
MOV07907;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA C;1;ENTRADA
MOV07908;REGATA FEM. CINZA;ROUPAS;59,99;LOJA C;1;ENTRADA
MOV07909;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA B;-1;SAÍDA
MOV07910;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA D;7;ENTRADA
MOV07911;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA D;3;ENTRADA
MOV07912;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA C;1;ENTRADA
MOV07913;REGATA FEM. ROSA;ROUPAS;89,99;LOJA A;-4;SAÍDA
MOV07914;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA C;2;ENTRADA
MOV07915;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA C;1;ENTRADA
MOV07916;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA A;2;ENTRADA
MOV07917;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA A;-1;SAÍDA
MOV07918;REGATA FEM. CINZA;ROUPAS;59,99;LOJA A;2;ENTRADA
MOV07919;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA B;2;ENTRADA
MOV07920;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA C;5;ENTRADA
MOV07921;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA C;-2;SAÍDA
MOV07922;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA A;1;ENTRADA
MOV07923;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA B;-1;SAÍDA
MOV07924;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA C;1;ENTRADA
MOV07925;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA D;-1;SAÍDA
MOV07926;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA B;2;ENTRADA
MOV07927;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA B;2;ENTRADA
MOV07928;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA A;1;ENTRADA
MOV07929;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA B;-1;SAÍDA
MOV07930;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA A;1;ENTRADA
MOV07931;REGATA FEM. AZUL;ROUPAS;89,99;LOJA A;2;ENTRADA
MOV07932;BOLSA FIT. GRANDE;ACESSÓRIOS;169,99;LOJA D;1;DEVOLUÇÃO
MOV07933;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA B;1;ENTRADA
MOV07934;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA B;-2;SAÍDA
MOV07935;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA A;3;ENTRADA
MOV07936;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA C;-1;SAÍDA
MOV07937;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA E;-1;SAÍDA
MOV07938;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA C;-1;SAÍDA
MOV07939;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA B;-1;SAÍDA
MOV07940;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA A;1;ENTRADA
MOV07941;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA E;-4;SAÍDA
MOV07942;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA D;1;ENTRADA
MOV07943;REGATA FEM. PRETA;ROUPAS;79,99;LOJA C;-3;SAÍDA
MOV07944;AGAS. FEM. ACAD. CINZA;ROUPAS;59,99;LOJA A;1;ENTRADA
MOV07945;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA C;-2;SAÍDA
MOV07946;BERM. FIT. FEM. ESTAMPADA;ROUPAS;99,99;LOJA C;-1;SAÍDA
MOV07947;CAM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA E;2;ENTRADA
MOV07948;REGATA FEM. CINZA;ROUPAS;59,99;LOJA C;3;ENTRADA
MOV07949;BOLSA FIT. MÉDIA;ACESSÓRIOS;69,99;LOJA D;-3;SAÍDA
MOV07950;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA D;1;DEVOLUÇÃO
MOV07951;REGATA FEM. CINZA;ROUPAS;59,99;LOJA C;8;ENTRADA
MOV07952;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA C;-1;SAÍDA
MOV07953;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA A;3;ENTRADA
MOV07954;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA C;-1;SAÍDA
MOV07955;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA B;-1;SAÍDA
MOV07956;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA A;-1;SAÍDA
MOV07957;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA C;2;ENTRADA
MOV07958;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA B;1;ENTRADA
MOV07959;JAQUETA FIT. FEM. AZUL;ROUPAS;189,99;LOJA A;-1;SAÍDA
MOV07960;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA C;1;ENTRADA
MOV07961;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA B;1;ENTRADA
MOV07962;CAM. FIT. FEM. CINZA;ROUPAS;79,99;LOJA D;4;ENTRADA
MOV07963;TÊNIS ACAD. FEM. ROSA;CALÇADOS;139,99;LOJA C;3;ENTRADA
MOV07964;AGAS. FEM. ACAD. PRETO;ROUPAS;89,99;LOJA C;1;ENTRADA
MOV07965;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA A;-3;SAÍDA
MOV07966;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA B;7;ENTRADA
MOV07967;TÊNIS ACAD. FEM. CINZA;CALÇADOS;109,99;LOJA C;2;ENTRADA
MOV07968;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA B;-1;SAÍDA
MOV07969;REGATA FEM. AZUL;ROUPAS;89,99;LOJA B;-2;SAÍDA
MOV07970;CAM. FIT. FEM. VERMELHA;ROUPAS;69,99;LOJA B;7;DEVOLUÇÃO
MOV07971;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA C;-4;SAÍDA
MOV07972;JAQUETA FIT. FEM. PRETA;ROUPAS;139,99;LOJA B;2;ENTRADA
MOV07973;MEIA DE COR. BRANCA;CALÇADOS;29,99;LOJA B;3;ENTRADA
MOV07974;TÊNIS ACAD. FEM. AZUL;CALÇADOS;269,99;LOJA A;-3;SAÍDA
MOV07975;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA C;2;ENTRADA
MOV07976;REGATA FEM. PRETA;ROUPAS;79,99;LOJA A;1;ENTRADA
MOV07977;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA C;-1;SAÍDA
MOV07978;REGATA FEM. ROSA;ROUPAS;89,99;LOJA B;1;ENTRADA
MOV07979;CASACO FEM. ACADEMIA;ROUPAS;209,99;LOJA E;2;ENTRADA
MOV07980;BERM. FIT. FEM. ROSA;ROUPAS;129,99;LOJA D;-1;SAÍDA
MOV07981;CALÇA FEM. CINZA;ROUPAS;149,99;LOJA A;1;ENTRADA
MOV07982;LUVA MUSC. PRETA;ACESSÓRIOS;54,99;LOJA B;1;ENTRADA
MOV07983;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA A;-1;SAÍDA
MOV07984;CAM. FIT. FEM. VERDE;ROUPAS;99,99;LOJA D;6;ENTRADA
MOV07985;MEIA DE COR. PRETA;CALÇADOS;44,99;LOJA A;1;ENTRADA
MOV07986;CALÇA FEM. ROSA;ROUPAS;109,99;LOJA D;-1;SAÍDA
MOV07987;REGATA FEM. ROSA;ROUPAS;89,99;LOJA B;-8;SAÍDA
MOV07988;BERM. FIT. FEM. CINZA;ROUPAS;109,99;LOJA A;-1;SAÍDA
MOV07989;REGATA FEM. CINZA;ROUPAS;59,99;LOJA B;1;ENTRADA
MOV07990;JAQUETA FIT. FEM. AZUL;ROUPAS;189,99;LOJA A;1;ENTRADA
MOV07991;CALÇA FEM. PRETA;ROUPAS;149,99;LOJA D;-2;SAÍDA
MOV07992;CAM. FIT. FEM. AZUL;ROUPAS;99,99;LOJA B;-1;SAÍDA
MOV07993;BOLSA FIT. PEQUENA;ACESSÓRIOS;69,99;LOJA A;-3;SAÍDA
MOV07994;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA C;-2;SAÍDA
MOV07995;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA B;1;ENTRADA
MOV07996;BERM. FIT. FEM. PRETA;ROUPAS;79,99;LOJA C;-4;SAÍDA
MOV07997;LUVA MUSC. CINZA;ACESSÓRIOS;45,99;LOJA E;-1;SAÍDA
